(地方)	梅嶺文川梅子雞	Food/Grocery	[0.12842435875065433, 0.009596928982725527, 0.8619787122666202]
(地方)	四鄉五島 馬祖麵店	Local Business	[0.14066817382567195, 0.004119567947751821, 0.8552122582265762]
(人物與團體)	彌讀哈幾小館	Local Business	[0.9550561797752809, 0.0449438202247191, 0]
(地方)	金昂汽車精品百貨	Automotive	[0.36395147313691506, 0.008665511265164644, 0.6273830155979203]
(人物與團體)	紅茶幫 遠東店	Local Business	[1.0, 0, 0]
(地方)	杉原灣守護海洋搭麓岸 O Fudafudak No Talu'an	Arts/Entertainment/Nightlife	[0.2793857058476078, 0.0014766686355581807, 0.719137625516834]
(地方)	王門大酒店	Hotel	[0.14773980154355015, 0.0025725836089672913, 0.8496876148474826]
(人物與團體)	台南市政府社會局復康巴士	Non-Profit Organization	[0.9550561797752809, 0.0449438202247191, 0]
(地方)	米緹女子舒壓養生會舘	Spas/Beauty/Personal Care	[0.5, 0.047619047619047616, 0.4523809523809524]
(人物與團體)	苗栗名門電器	Local Business	[1.0, 0, 0]
(地方)	大三巴港式茶餐廳	Food/Beverages	[0.2301556420233463, 0.03249027237354086, 0.7373540856031129]
(人物與團體)	沒有	Public Places	[0.9523809523809523, 0, 0.047619047619047616]
(人物與團體)	美宥佳 香氛塢 - 日本岩盤浴專家	Spas/Beauty/Personal Care	[0.9925947722034231, 0.000392329949487519, 0.007012897847089402]
(物品)	何必問鱻鮮魚行臉書粉絲團	Food/Beverages	[0.8923076923076924, 0, 0.1076923076923077]
(地方)	一心檳榔	Food/Grocery	[0, 0, 0]
(人物與團體)	赤炸風雲-台中興大店	Food/Grocery	[0.9923664122137404, 0.003816793893129771, 0.003816793893129771]
(人物與團體)	佳佳美式早餐屋	Restaurant/Cafe	[0.9859154929577465, 0.014084507042253521, 0]
(地方)	Mister Donut花蓮遠百	Local Business	[0.16843826655764513, 0.047424366312346686, 0.7841373671300081]
(地方)	Momo19  cafe'-中壢中原	Food/Beverages	[0.5074626865671642, 0.014925373134328358, 0.47761194029850745]
(地方)	圓石禪飲-澎湖店	Food/Grocery	[0.5181711606096131, 0.012895662368112544, 0.46893317702227433]
(人物與團體)	瘋茶鋪	Business Services	[1.0, 0, 0]
(人物與團體)	炙明春姣頂級燒肉火鍋	Restaurant/Cafe	[0.9991166077738516, 0, 0.0008833922261484099]
(人物與團體)	震龍企業行	Retail and Consumer Merchandise	[0.92520035618878, 0.027604630454140695, 0.04719501335707925]
(地方)	鮮果漾中和旗艦店	Local Business	[0.19594594594594594, 0, 0.8040540540540541]
(物品)	宜蘭妙慈宮	Church/Religious Organization	[0.9090664151960124, 0.0013471642193183348, 0.08958642058466927]
(企業與服務)	亞曼修甲保養	Local Business	[0.7949526813880127, 0.10410094637223975, 0.10094637223974763]
(地方)	竹香園	Food/Grocery	[0.2962962962962963, 0.012345679012345678, 0.691358024691358]
(人物與團體)	幸福紫光造型美體教育學苑	Health/Beauty	[0.999552171965965, 0.0004478280340349306, 0]
(娛樂)	嘉義小地球中山店	Local Business	[0.7030456852791879, 0, 0.2969543147208122]
(地方)	燦坤花蓮建國店	Shopping/Retail	[0.13333333333333333, 0, 0.8666666666666667]
(娛樂)	米蓮娜手作烘焙坊	Restaurant/Cafe	[0.7390070921985815, 0.0028368794326241137, 0.2581560283687943]
(地方)	春水堂 Chun Shui Tang 巨城店	Local Business	[0.04109663115773536, 0.0029740983074676903, 0.9559292705347969]
(地方)	義興宅速修	Professional Services	[0.44554455445544555, 0, 0.5544554455445545]
(人物與團體)	宸睿科技股份有限公司	Small Business	[1.0, 0, 0]
(人物與團體)	佶鑫琺瑯股份有限公司 Jih Shin	Company	[0.9104477611940298, 0.050746268656716415, 0.03880597014925373]
(地方)	曬太陽洋食小館	Restaurant/Cafe	[0.43982074263764404, 0.06017925736235595, 0.5]
(物品)	米拉寵物新主義	Pet Services	[0.9401725087171958, 0.004955037621581942, 0.054872453661222245]
(人物與團體)	谷公館 Michael Ku Gallery	Museum/Art Gallery	[0.9633774160732451, 0.011698880976602238, 0.024923702950152594]
(地方)	【地標】瓦城 高雄明誠店	Local Business	[0.017559392061384092, 0.0031479022182873445, 0.9792927057203286]
(人物與團體)	今日廣告	Media/News/Publishing	[1.0, 0, 0]
(企業與服務)	烹大師極品粥	Restaurant/Cafe	[0.7771428571428571, 0.002857142857142857, 0.22]
(地方)	怪獸茶舖	Restaurant/Cafe	[0.5738636363636364, 0.0177958833619211, 0.40834048027444253]
(地方)	龍居鐵板燒(虎尾)	Local Business	[0.18997912317327767, 0.003479471120389701, 0.8065414057063326]
(人物與團體)	喵Bu咖啡	Restaurant/Cafe	[0.9021739130434783, 0.09782608695652174, 0]
(地方)	M&G 美而堅天母門市	Local Business	[0.5141700404858299, 0, 0.48582995951417]
(地方)	汎美皮鞋	Local Business	[0.46153846153846156, 0, 0.5384615384615384]
(地方)	台大創新育成中心	Local Business	[0.16059271125350422, 0.00841009211053264, 0.8309971966359632]
(企業與服務)	福記99現炒	Restaurant/Cafe	[0.8297872340425532, 0.010638297872340425, 0.1595744680851064]
(地方)	也美斯咖啡酒館	Food/Beverages	[0.5796178343949044, 0, 0.42038216560509556]
(地方)	南京13號健康營養概念屋	Club	[0.18120805369127516, 0.06040268456375839, 0.7583892617449665]
(人物與團體)	Mia in fashion 整體造型彩妝工作室	Professional Services	[0.934154022330375, 0.018894932722588034, 0.04695104494703693]
(地方)	檸檬樹美語學校	Local Business	[0.344, 0, 0.656]
(地方)	南庄山芙蓉咖啡	Restaurant/Cafe	[0.21468638449770525, 0.0035696073431922487, 0.7817440081591025]
(地方)	阿舜平價牛排	Restaurant/Cafe	[0.08767150928167877, 0.004539951573849879, 0.9077885391444713]
(娛樂)	全方位舞蹈教室	Sports/Recreation/Activities	[0.6505681818181818, 0.002840909090909091, 0.3465909090909091]
(人物與團體)	綿綿小舖-現烤手工蛋糕	Food/Grocery	[0.9753320683111955, 0.0056925996204933585, 0.018975332068311195]
(娛樂)	老李麵店	Food/Beverages	[0.7397260273972602, 0.0136986301369863, 0.2465753424657534]
(地方)	亞設王設計中心 (AsiA One design Center)	Local Business	[0.34782608695652173, 0.0036231884057971015, 0.6485507246376812]
(企業與服務)	米凱拉美甲 Mikaela Nail	Spas/Beauty/Personal Care	[0.7626112759643917, 0.025222551928783383, 0.21216617210682492]
(地方)	Perfume Dance跳舞香水 新竹巨城店	Local Business	[0.06319905213270142, 0.0019431279620853081, 0.9348578199052132]
(地方)	洁洁 - 海安店	Local Business	[0.029301440608861102, 0.007719488991573797, 0.9629790703995651]
(物品)	M.Florist / 馬修先生花苑	Local Business	[0.85977212971078, 0.015775635407537247, 0.12445223488168274]
(地方)	大禾拉麵 桃園中華店	Restaurant/Cafe	[0.30245746691871456, 0.00945179584120983, 0.6880907372400756]
(地方)	花蓮禧福飯店	Travel/Leisure	[0.14677103718199608, 0, 0.8532289628180039]
(物品)	台中月眉太安堂	Church/Religious Organization	[0.8536866359447005, 0.06336405529953917, 0.08294930875576037]
(物品)	大通街mina	Shopping/Retail	[0.8735042735042735, 0.002564102564102564, 0.12393162393162394]
(人物與團體)	米提爾牛軋糖	Food/Beverages	[0.9633093525179857, 0.0035971223021582736, 0.033093525179856115]
(地方)	美裕草莓園	Tours/Sightseeing	[0.12004258717061485, 0, 0.8799574128293851]
(地方)	Apple 203 基隆深溪店	Food/Grocery	[0.38095238095238093, 0, 0.6190476190476191]
(地方)	協和派出所	Local Business	[0.29245283018867924, 0.0047169811320754715, 0.7028301886792453]
(物品)	行政院人事行政總處	Government Organization	[0.875, 0, 0.125]
(地方)	阿吉灶腳素齋館	Local Business	[0.3676703645007924, 0.002377179080824089, 0.6299524564183835]
(人物與團體)	飛颺直排輪	Company	[0.9345238095238095, 0.03571428571428571, 0.02976190476190476]
(娛樂)	海江平價燒烤海鮮料理	Food/Grocery	[0.7411764705882353, 0, 0.25882352941176473]
(地方)	五指山星城咖啡廳	Restaurant/Cafe	[0.13227739726027396, 0.03424657534246575, 0.8334760273972602]
(地方)	北埔麥客田園	Tours/Sightseeing	[0.030691189389860287, 0.006036217303822937, 0.9632725933063168]
(地方)	異想空間公仔主題餐廳	Restaurant/Cafe	[0.48531511319600246, 0.020803589638996534, 0.493881297165001]
(地方)	溪頭鹿谷 鹿元川味海鮮小館	Restaurant/Cafe	[0.38311688311688313, 0.08008658008658008, 0.5367965367965368]
(地方)	菲林髮藝	Health/Beauty	[0.5085792724776939, 0.03774879890185312, 0.45367192862045297]
(地方)	三時茶房	Restaurant/Cafe	[0.3035571121144352, 0.0022363812819106293, 0.6942065066036541]
(地方)	Rainbow Waffle Cafe	Local Business	[0.08592994000387072, 0.011225082252757887, 0.9028449777433714]
(地方)	松青超市宏台店	Local Business	[0.125, 0, 0.875]
(企業與服務)	美濃-阿棟台灣鯛(活魚料理)餐廳	Restaurant/Cafe	[0.8144927536231884, 0.04057971014492753, 0.14492753623188406]
(人物與團體)	一亨運動用品中山二店	Outdoor Gear/Sporting Goods	[0.9679144385026738, 0.0106951871657754, 0.0213903743315508]
(地方)	SUM中古車賞車網- 上德億保修	Local Business	[0, 0, 0]
(物品)	【瑞賢商號】米仔麩	Local Business	[0.8504672897196262, 0, 0.14953271028037382]
(地方)	米吉米。咖啡三明治總部	Food/Beverages	[0.3319611878859159, 0.010144075271978829, 0.6578947368421053]
(地方)	MEN 日式拉麵攤	Food/Grocery	[0.3540259417346981, 0.017073473954664124, 0.6289005843106378]
(企業與服務)	一中街i-Shopping	Local Business	[0.7972447898269163, 0.07029318262098198, 0.13246202755210174]
(物品)	喵喵親子市集	Local Business	[0.8510223953261928, 0.02044790652385589, 0.12852969814995133]
(地方)	麵之彩日式拉麵	Local Business	[0.17450271247739602, 0.0018083182640144665, 0.8236889692585895]
(地方)	桃山餐廳	Local Business	[0.1411764705882353, 0.007416879795396419, 0.8514066496163682]
(地方)	21 Century 風味館 新竹巨城門市	Local Business	[0.038513060951105155, 0.001395400759098013, 0.9600915382897969]
(地方)	東區@緋聞	Local Business	[0.012578616352201259, 0, 0.9874213836477987]
(企業與服務)	野喵中途咖啡	Restaurant/Cafe	[0.812525766945556, 0.031211349581666062, 0.15626288347277797]
(娛樂)	招財貓關東煮輕食堂	Restaurant/Cafe	[0.7352941176470589, 0.0016339869281045752, 0.2630718954248366]
(娛樂)	喬太自行車	Sports/Recreation/Activities	[0.6164705882352941, 0.036470588235294116, 0.34705882352941175]
(地方)	米吉米早餐-寶山店	Local Business	[0.42857142857142855, 0.005952380952380952, 0.5654761904761905]
(娛樂)	無極朝代天宮	Church/Religious Organization	[0.6864910790144435, 0.004248088360237893, 0.3092608326253186]
(人物與團體)	康麗甄纖體巧妍館	Spas/Beauty/Personal Care	[0.9885057471264368, 0.0038314176245210726, 0.007662835249042145]
(地方)	榎谷髮苑團隊文玲店	Health/Beauty	[0.20253164556962025, 0, 0.7974683544303798]
(地方)	Cozy Bar	Local Business	[0.20245398773006135, 0, 0.7975460122699386]
(地方)	震天香頂級蒙古麻辣鍋-西門旗艦店	Restaurant/Cafe	[0.4205955334987593, 0.003101736972704715, 0.576302729528536]
(地方)	曼都長安店	Local Business	[0.24664224664224665, 0.004884004884004884, 0.7484737484737485]
(地方)	千葉火鍋豐原店	Local Business	[0.13784240784578966, 0.008454514710855596, 0.8537030774433547]
(地方)	Migu Pasta米古義閣	Restaurant/Cafe	[0.5645756457564576, 0, 0.4354243542435424]
(地方)	龍華國小	Public Places	[0.03147451248717072, 0, 0.9685254875128293]
(人物與團體)	福鳴齋工藝社	Local Business	[0.948019801980198, 0.004379284082254379, 0.047600913937547604]
(地方)	曼都台南店	Spas/Beauty/Personal Care	[0.27291523087525843, 0.019986216402481046, 0.7070985527222605]
(企業與服務)	譯府圖書	Media/News/Publishing	[0.7919799498746867, 0.010025062656641603, 0.19799498746867167]
(人物與團體)	蟠桃福德祠	Church/Religious Organization	[0.9555084745762712, 0.00847457627118644, 0.036016949152542374]
(地方)	牛車俥蜜餞文化村	Tours/Sightseeing	[0.058292011019283746, 0.00837465564738292, 0.9333333333333333]
(娛樂)	斗南一口田	Restaurant/Cafe	[0.7391304347826086, 0.013043478260869565, 0.24782608695652175]
(娛樂)	淡水莊園	Local Business	[0.7248602112363539, 0.023076240347918702, 0.25206354841572737]
(企業與服務)	好了啦超大杯中壢中原店	Food/Grocery	[0.8247011952191236, 0, 0.1752988047808765]
(地方)	廟口米糕	Food/Grocery	[0.18706697459584296, 0.002886836027713626, 0.8100461893764435]
(地方)	50元pizza焗烤美食專賣店	Local Business	[0.1703673798950343, 0.006055712555510699, 0.823576907549455]
(人物與團體)	Monster Music Pub	Arts/Entertainment/Nightlife	[0.9887679582063561, 0.011232041793643883, 0]
(人物與團體)	駿益汽車音響	Automotive	[0.9139344262295082, 0.0860655737704918, 0]
(人物與團體)	茶專茶飲	Business Services	[0.9704142011834319, 0.005917159763313609, 0.023668639053254437]
(企業與服務)	曜薪專業無線電 老K	Telecommunication	[0.7559322033898305, 0.013559322033898305, 0.2305084745762712]
(地方)	梅門防空洞Meimen Garden	Restaurant/Cafe	[0.364986498649865, 0.048604860486048604, 0.5864086408640864]
(地方)	斗南米糕甲 Since1945	Local Business	[0.10187265917602996, 0.005393258426966292, 0.8927340823970037]
(地方)	KHAN's	Professional Services	[0.4877167630057804, 0.11921965317919075, 0.3930635838150289]
(地方)	三義尚圓風味餐廳	Restaurant/Cafe	[0.10294117647058823, 0.00980392156862745, 0.8872549019607843]
(人物與團體)	古早味的三街麵店	Local Business	[0.9954545454545455, 0.004545454545454545, 0]
(地方)	員林草本萱美髮工作坊	Local Business	[0.29607250755287007, 0.0022658610271903325, 0.7016616314199395]
(娛樂)	旭益汽車百貨員林店	Local Business	[0.5827801639984381, 0.03709488481062085, 0.38012495119094103]
(地方)	〝元新車業〞 Death Advent 技研開發	Local Business	[0.5576923076923077, 0.00641025641025641, 0.4358974358974359]
(地方)	廟口石板臭豆腐	Local Business	[0.06936416184971098, 0.005780346820809248, 0.9248554913294798]
(企業與服務)	咪米美甲工作室	Spas/Beauty/Personal Care	[0.8364611260053619, 0.09651474530831099, 0.06702412868632708]
(物品)	蔡記岡山羊肉	Restaurant/Cafe	[0.9130434782608695, 0, 0.08695652173913043]
(地方)	Ok-in和風洋食館 縣府店	Local Business	[0.13293413173652693, 0.0011976047904191617, 0.8658682634730539]
(企業與服務)	柚豆茶飲專賣店	Food/Beverages	[0.8193069306930693, 0.09158415841584158, 0.0891089108910891]
(物品)	Mélanger Bakery 麥嵐綺麵包	Food/Grocery	[0.8817635270541082, 0.009018036072144289, 0.1092184368737475]
(企業與服務)	天生當舖	Bank/Financial Services	[0.776595744680851, 0, 0.22340425531914893]
(地方)	埔心金龍王釣蝦場	Local Business	[0.31140490602102583, 0.0004778591908251035, 0.6881172347881491]
(企業與服務)	古都梅花燒-鳳山店	Food/Grocery	[0.8386167146974063, 0.002881844380403458, 0.1585014409221902]
(地方)	通霄慈后宮媽祖廟	Local Business	[0.1825057077625571, 0.4272260273972603, 0.3902682648401826]
(地方)	Michino Diner米奇諾美式早午餐 - 民族店	Restaurant/Cafe	[0.5697674418604651, 0.006214915797914996, 0.42401764234161987]
(人物與團體)	安平升官發財板	Local Business	[1.0, 0, 0]
(地方)	麥味登中山店	Local Business	[0.26795580110497236, 0.006906077348066298, 0.7251381215469613]
(地方)	Mei salon	Professional Services	[0.5351170568561873, 0.06688963210702341, 0.3979933110367893]
(娛樂)	瘋桌遊新店店	Local Business	[0.7041392285983067, 0.01246472248353716, 0.2833960489181562]
(娛樂)	香椿素食麵 (有夠好吃公司)	Food/Beverages	[0.7212643678160919, 0.028735632183908046, 0.25]
(娛樂)	七堵飛柔髮型	Professional Services	[0.6513513513513514, 0.004054054054054054, 0.34459459459459457]
(人物與團體)	清德寺	Church/Religious Organization	[0.9922109047333733, 0.007789095266626723, 0]
(人物與團體)	台灣婚紗.橘攝國際婚紗攝影.台北婚紗	Local Business	[0.952605195199757, 0.04739480480024305, 0]
(人物與團體)	中華民國搏擊散打協會	Sports League	[0.9985935302390999, 0.0014064697609001407, 0]
(地方)	曼都保安店	Professional Services	[0.38524590163934425, 0.06557377049180328, 0.5491803278688525]
(地方)	曼都安柏店(Mentor Amber)	Professional Services	[0.3956043956043956, 0.006362058993637941, 0.5980335454019664]
(人物與團體)	夢想105 - 大社	Restaurant/Cafe	[0.9964285714285714, 0.0035714285714285713, 0]
(地方)	恆春枝仔冰城	Local Business	[0.05506607929515418, 0, 0.9449339207048458]
(人物與團體)	密碼:919（secret base nail）	Professional Services	[0.9803921568627451, 0.0196078431372549, 0]
(娛樂)	拉斐瑞斯咖啡館 - La PLACE CAFE	Restaurant/Cafe	[0.6321070234113713, 0.006688963210702341, 0.3612040133779264]
(物品)	雅鈴美顏館	Spas/Beauty/Personal Care	[0.9096989966555183, 0, 0.0903010033444816]
(人物與團體)	麋古Migu	Local Business	[0.9869994480897774, 0.00846262341325811, 0.004537928496964494]
(娛樂)	Sakura金信宅修	Professional Services	[0.6835016835016835, 0.06734006734006734, 0.24915824915824916]
(物品)	佳廣環保科技有限公司	Company	[0.9065155807365439, 0.0056657223796034, 0.08781869688385269]
(物品)	MOMO魔膜保護膜專業門市	Local Business	[0.8466746915437857, 0.025297171230815527, 0.12802813722539874]
(人物與團體)	清水灣客棧	Hotel	[0.9878048780487805, 0.012195121951219513, 0]
(物品)	蜜而可藝術蛋糕	Food/Grocery	[0.9120258272800645, 0.0016142050040355124, 0.08635996771589992]
(人物與團體)	大洲寮聖帝殿	Church/Religious Organization	[0.979011509817197, 0.02098849018280298, 0]
(地方)	天可汗東北酸白菜鍋	Restaurant/Cafe	[0.08180708180708181, 0.013431013431013432, 0.9047619047619048]
(地方)	大埕鐵板燒鶯歌店	Restaurant/Cafe	[0.09071504802561366, 0.014941302027748132, 0.8943436499466382]
(地方)	紅磚懷舊小館	Local Business	[0.04861111111111111, 0.020833333333333332, 0.9305555555555556]
(地方)	merci salon de coiffure	Health/Beauty	[0.46766864732610974, 0.15484096469765815, 0.3774903879762321]
(地方)	知名度牛排桃園國際店	Local Business	[0.03254847645429363, 0.01592797783933518, 0.9515235457063712]
(娛樂)	美濃涵園民宿	Tours/Sightseeing	[0.7093153759820426, 0.29068462401795736, 0]
(企業與服務)	大業鍋物	Local Business	[0.7983169705469846, 0.00028050490883590464, 0.20140252454417953]
(地方)	江山海茶餐廳北平店	Local Business	[0.12325440194292653, 0.0018214936247723133, 0.8749241044323012]
(企業與服務)	阿拉丁果汁	Food/Grocery	[0.8105065666041276, 0.016885553470919325, 0.1726078799249531]
(人物與團體)	30雜誌	Magazine	[0.9889335247105985, 0.011066475289401493, 0]
(人物與團體)	まいこ 舞子拉麵居酒屋	Restaurant/Cafe	[0.9752988047808765, 0.024701195219123506, 0]
(人物與團體)	METHADONES SHOP	Shopping/Retail	[0.9838978833035689, 0.001375999063149574, 0.014726117633281612]
(娛樂)	苗栗貓貍廣播電台	Media/News/Publishing	[0.7320525783619818, 0.034378159757330634, 0.23356926188068755]
(地方)	禾楓窗簾傢飾布	Home Improvement	[0.4855570839064649, 0.013755158184319119, 0.5006877579092159]
(地方)	華泰旅遊 喜美旅行社	Local Business	[0.38735177865612647, 0.02766798418972332, 0.5849802371541502]
(人物與團體)	Micasa Recipe - 溫馨小窩	Restaurant/Cafe	[0.970137207425343, 0.02986279257465698, 0]
(地方)	美饍 鍋 SHABU	Restaurant/Cafe	[0.5256410256410257, 0.05128205128205128, 0.4230769230769231]
(企業與服務)	Bobo 童裝	Local Business	[0.75, 0.125, 0.125]
(人物與團體)	內埔林香腸	Food/Grocery	[1.0, 0, 0]
(人物與團體)	馥宸通訊行	Local Business	[0.948051948051948, 0.0011806375442739079, 0.05076741440377804]
(娛樂)	綠瓦庭園	Restaurant/Cafe	[0.5784615384615385, 0.033846153846153845, 0.38769230769230767]
(人物與團體)	妖怪郵便局	Food/Grocery	[0.999633431085044, 0.00036656891495601173, 0]
(企業與服務)	家家數位影像輸出中心	Professional Services	[0.7684210526315789, 0.010526315789473684, 0.22105263157894736]
(地方)	劉家牛肉麵	Local Business	[0.532258064516129, 0, 0.46774193548387094]
(地方)	7-11 駿躍門市	Local Business	[0.4863013698630137, 0, 0.5136986301369864]
(物品)	員林全球通訊-中山店	Local Business	[0.9186991869918699, 0, 0.08130081300813008]
(人物與團體)	乾媽義大利麵	Restaurant/Cafe	[0.9939148073022313, 0.006085192697768763, 0]
(地方)	府城花生糖	Food/Grocery	[0.19298245614035087, 0, 0.8070175438596491]
(地方)	清境維也納庭園木屋	Tours/Sightseeing	[0.1019614474129185, 0.009130875887724045, 0.8889076766993574]
(娛樂)	MOMO DOG ‧x‧ 毛毛寵物工坊	Pet Services	[0.6939102564102564, 0.04807692307692308, 0.25801282051282054]
(企業與服務)	年青人眼鏡-士林店	Local Business	[0.7867203219315896, 0.006036217303822937, 0.20724346076458752]
(企業與服務)	Zabu食堂/咖啡烘培 存在榕樹下	Restaurant/Cafe	[0.8298001825742976, 0.017953139263617, 0.1522466781620854]
(人物與團體)	旺角咖啡旅店	Restaurant/Cafe	[0.9095744680851063, 0.09042553191489362, 0]
(地方)	匯豐汽車苗栗保養廠	Local Business	[0.4047244094488189, 0.011023622047244094, 0.584251968503937]
(物品)	溫弘仁代書事務所	Real Estate	[0.896551724137931, 0.006896551724137931, 0.09655172413793103]
(人物與團體)	米奇帽私手機的配件	Shopping/Retail	[1.0, 0, 0]
(物品)	東北角海產	Food/Grocery	[0.8932584269662921, 0, 0.10674157303370786]
(人物與團體)	1034精品館	Shopping/Retail	[0.98, 0, 0.02]
(地方)	音樂工場樂器	Concert Venue	[0.26377094762155257, 0.008792364920718419, 0.727436687457729]
(地方)	明鴻通訊	Local Business	[0.4083969465648855, 0, 0.5916030534351145]
(地方)	吉米HD髮型	Local Business	[0.45659526493799324, 0.006764374295377677, 0.5366403607666291]
(地方)	Mi casa	Food/Beverages	[0.2646788990825688, 0.0045871559633027525, 0.7307339449541285]
(人物與團體)	高雄市大坪頂聖和宮	Church/Religious Organization	[0.9612359550561798, 0.03876404494382023, 0]
(地方)	苗栗縣銅鑼國小	Local Business	[0.06653491436100131, 0.011857707509881422, 0.9216073781291173]
(企業與服務)	米寶小鎮	Restaurant/Cafe	[0.8197492163009404, 0, 0.18025078369905956]
(娛樂)	Yamaha巨豐	Local Business	[0.6208588957055214, 0.04785276073619632, 0.3312883435582822]
(地方)	Flora Caffe'	Restaurant/Cafe	[0.5417101147028154, 0.006777893639207508, 0.45151199165797706]
(地方)	騎士堡-小紅帽的家（新光三越大有店8樓）	Travel/Leisure	[0.022900763358778626, 0.005016357688113413, 0.972082878953108]
(地方)	麵屋吉留軒	Restaurant/Cafe	[0.18018018018018017, 0, 0.8198198198198198]
(人物與團體)	松本樂器&音樂教室	Education	[0.9977116704805492, 0.002288329519450801, 0]
(地方)	空中美語和平門市	Local Business	[0.045454545454545456, 0, 0.9545454545454546]
(地方)	旗津天后宮	Church/Religious Organization	[0.40791359212918404, 0.01441557052721634, 0.5776708373435996]
(地方)	漢堡大師-內埔學人店	Restaurant/Cafe	[0.494949494949495, 0, 0.5050505050505051]
(人物與團體)	毛毛烘焙工作坊	Local Business	[0.966473636086559, 0.005486132276744895, 0.02804023163669613]
(人物與團體)	食在幸福-香酥蘿蔔絲餅	Kitchen/Cooking	[1.0, 0, 0]
(地方)	爆料奶酪-台中大遠百店 12F	Local Business	[0.19396051103368175, 0, 0.8060394889663183]
(地方)	隨心園冰店	Local Business	[0.29036004645760743, 0.04878048780487805, 0.6608594657375145]
(地方)	曼都國際髮型吉祥店	Professional Services	[0.44135429262394194, 0.12575574365175332, 0.4328899637243047]
(物品)	正好鮮肉小籠包(中原店)	Food/Grocery	[0.9185008923259964, 0.001189767995240928, 0.08030933967876264]
(人物與團體)	莫耳室內設計	Home Improvement	[0.9935760171306209, 0.006423982869379015, 0]
(地方)	迷客夏milk shop高雄鳳山店	Food/Beverages	[0.4803836094158675, 0.006974716652136007, 0.5126416739319966]
(地方)	時常在這裡	Local Business	[0.16619784341303329, 0.0016408813877168307, 0.8321612751992499]
(物品)	兆興汽車	Automobiles and Parts	[0.9056603773584906, 0, 0.09433962264150944]
(人物與團體)	形而上畫廊 Metaphysical Art Gallery	Museum/Art Gallery	[0.9562375674907644, 0.007388462631429384, 0.036373969877806195]
(物品)	華曜出版事業有限公司	Media/News/Publishing	[0.8946188340807175, 0, 0.10538116591928251]
(企業與服務)	墨西哥PUB	Local Business	[0.7711598746081505, 0, 0.22884012539184953]
(地方)	美之軒早餐店	Restaurant/Cafe	[0.1176941553242594, 0.0008006405124099279, 0.8815052041633307]
(地方)	阿秋甜不辣(八里店)	Local Business	[0.38650306748466257, 0, 0.6134969325153374]
(企業與服務)	梅香源 複合式素食餐飲/艾草之家鹿港店	Food/Beverages	[0.7768924302788844, 0.00398406374501992, 0.21912350597609562]
(地方)	milano 米蘭街義式小館	Restaurant/Cafe	[0.16977225672877846, 0.012816720891255053, 0.8174110223799664]
(地方)	聖宜診所桃園店	Local Business	[0.5509822263797942, 0.02245088868101029, 0.42656688493919553]
(人物與團體)	夢華印尼式餐坊.	Community	[0.8888888888888888, 0.1111111111111111, 0]
(人物與團體)	柑仔店	Shopping/Retail	[0.9341317365269461, 0.059880239520958084, 0.005988023952095809]
(物品)	小琉球-蜜仔蕃薯糖	Local Business	[0.8745993589743589, 0.002003205128205128, 0.1233974358974359]
(人物與團體)	御奉茗茶-中友門市	Retail and Consumer Merchandise	[0.9285714285714286, 0.07142857142857142, 0]
(地方)	Kalodi 卡諾帝咖啡	Restaurant/Cafe	[0.3295880149812734, 0, 0.6704119850187266]
(娛樂)	曼都安恆店Mentor	Professional Services	[0.7215909090909091, 0.005681818181818182, 0.2727272727272727]
(人物與團體)	米吉米苗栗至公店	Restaurant/Cafe	[1.0, 0, 0]
(物品)	育成米仔麩	Local Business	[0.8947368421052632, 0, 0.10526315789473684]
